agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,38,97,12.5,6.5,6.0,6.0,5.5,0.0,5.5
7,37,35,19.0,12.0,7.0,7.0,7.5,0.0,7.5
8,38,35,23.5,14.5,9.0,6.0,6.5,3.0,9.5
10,97,1,27.5,17.5,10.0,10.0,2.5,0.0,2.5
9,36,2,30.0,16.0,14.0,14.0,4.5,0.0,4.5
12,34,1,37.0,26.0,11.0,11.0,4.0,0.0,4.0
13,97,1,39.5,29.5,10.0,10.0,4.0,0.0,4.0
11,36,1,42.0,27.0,15.0,13.0,8.5,2.0,10.5
14,38,34,42.5,37.5,5.0,5.0,8.5,0.0,8.5
15,37,34,46.0,40.0,6.0,6.0,7.5,0.0,7.5
18,37,97,53.5,48.5,5.0,5.0,5.5,0.0,5.5
17,38,36,56.5,49.5,7.0,7.0,10.0,0.0,10.0
16,35,2,62.5,49.5,13.0,13.0,13.5,0.0,13.5
20,38,35,63.5,57.5,6.0,6.0,7.5,0.0,7.5
21,97,1,64.5,54.5,10.0,10.0,1.0,0.0,1.0
19,98,2,66.0,51.0,15.0,15.0,4.5,0.0,4.5
22,37,36,72.5,64.5,8.0,8.0,7.5,0.0,7.5
24,35,1,76.5,64.5,12.0,12.0,0.5,0.0,0.5
26,37,97,81.0,76.0,5.0,5.0,5.0,0.0,5.0
25,38,36,81.5,74.5,7.0,7.0,7.0,0.0,7.0
23,97,2,87.0,76.0,11.0,11.0,15.5,0.0,15.5
27,35,2,90.5,77.5,13.0,13.0,3.0,0.0,3.0
28,38,97,92.5,86.5,6.0,6.0,8.5,0.0,8.5
30,37,34,97.0,91.0,6.0,6.0,6.0,0.0,6.0
31,38,34,101.0,96.0,5.0,5.0,7.5,0.0,7.5
